Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall
Wall,Floor,Bookshelf,Floor,Floor,Hanger,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Cell,Cell,Cell,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Cell,Floor,Cell,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,VendingMachine,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Cell,Cell,Cell,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Treasure,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Cell,Cell,Cell,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Cell,Floor,Cell,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,VendingMachine,Wall
Wall,Cell,Cell,Cell,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Wall,Wall,Floor,Wall,Wall,Wall,Wall,Wall,Floor,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Floor,Wall,Wall,Wall,Wall
Wall,Sink,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,VendingMachine,Wall,Treasure,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Clothes,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Stove,Floor,Wall
Wall,Floor,Chair,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Wall,Wall,Floor,Wall,Wall,Wall,Wall,Wall,Wall,Floor,Wall,Floor,Wall,Wall,Wall,Wall,Wall,Floor,Wall,Wall,Wall
Wall,Floor,Floor,Floor,Floor,VendingMachine,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,SpilledChemical,Floor,Floor,Floor,Chemical,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,ToiletBowl,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Treasure,Floor,Floor,Floor,Wall,Floor,Floor,Cell,Cell,Cell,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Cell,Floor,Cell,Floor,Wall
Wall,Cell,Cell,Cell,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Cell,Cell,Cell,Floor,Wall
Wall,Cell,Floor,Cell,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Cell,Cell,Cell,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Floor,Floor,Floor,Floor,Floor,Wall,Floor,Floor,Floor,Floor,Floor,Floor,Floor,Wall,VendingMachine,Floor,Floor,Floor,Floor,Floor,Wall
Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall
